275.	Germering	16.444	34.788	36.034	36.348	37.780	40.285	Bayern
276.	Eberswalde12	46.299	53.240	52.586	44.623	40.944	40.223	Brandenburg
277.	Löhne	36.860	37.147	38.557	41.421	40.199	39.867	Nordrhein-Westfalen
278.	Leinfelden-Echterdingen13	12.488	35.263	34.940	35.667	37.222	39.826	Baden-Württemberg
279.	Neumarkt in der Oberpfalz	18.852	30.477	35.551	39.307	39.163	39.822	Bayern
279.	Stendal	36.786	44.336	48.532	39.795	42.435	39.822	Sachsen-Anhalt
281.	Schwäbisch Hall	23.665	31.562	32.226	35.456	37.137	39.818	Baden-Württemberg
282.	Buxtehude	22.799	31.631	32.276	36.699	39.748	39.782	Niedersachsen
283.	Hofheim am Taunus	18.705	33.197	35.277	37.441	38.253	39.692	Hessen
284.	Schorndorf	20.979	33.631	37.687	38.645	39.236	39.601	Baden-Württemberg
285.	Hückelhoven11	24.853	35.196	34.816	38.970	39.215	39.585	Nordrhein-Westfalen
286.	Bautzen	43.818	48.277	48.588	43.353	40.573	39.429	Sachsen
287.	Völklingen	39.423	44.800	43.751	42.990	39.626	39.376	Saarland
288.	Ettlingen	21.548	36.995	37.759	38.433	38.553	39.315	Baden-Württemberg
289.	Freital	42.103	46.149	40.033	40.129	39.275	39.300	Sachsen
290.	Ostfildern14	11.371	28.748	28.678	30.460	36.163	39.205	Baden-Württemberg
291.	Ahaus	15.986	27.988	31.202	37.279	38.952	39.185	Nordrhein-Westfalen
292.	Bitterfeld-Wolfen8	29.232	22.933	17.988	16.507	45.171	39.103	Sachsen-Anhalt
293.	Buchholz in der Nordheide	13.996	28.521	31.489	35.916	38.735	39.042	Niedersachsen
294.	Würselen	19.903	34.847	34.406	36.323	37.693	38.934	Nordrhein-Westfalen
295.	Maintal15	16.429	36.916	36.336	38.179	37.962	38.930	Hessen
296.	Mettmann	30.623	36.676	38.998	38.708	39.300	38.789	Nordrhein-Westfalen
297.	Pirna	47.533	47.551	41.798	42.108	38.705	38.276	Sachsen
298.	Bernau bei Berlin	13.940	17.847	19.062	24.861	36.338	38.194	Brandenburg
299.	Niederkassel	20.616	25.996	29.240	34.613	37.552	38.057	Nordrhein-Westfalen
300.	Haltern am See	15.272	30.965	34.025	36.776	37.763	37.977	Nordrhein-Westfalen
301.	Langen	29.891	28.826	31.992	35.208	35.570	37.527	Hessen
302.	Neu-Isenburg	34.873	35.816	35.768	35.524	36.034	37.512	Hessen
303.	Greven	26.653	28.743	31.010	34.217	36.044	37.502	Nordrhein-Westfalen
304.	Kamp-Lintfort	38.429	37.961	39.019	39.982	38.394	37.346	Nordrhein-Westfalen
305.	Warendorf	19.043	33.147	35.092	38.688	38.134	37.242	Nordrhein-Westfalen
306.	Fürstenfeldbruck	22.728	31.887	31.040	32.405	34.152	37.202	Bayern
307.	Papenburg	17.305	27.571	30.078	34.096	35.032	37.030	Niedersachsen
308.	Backnang	27.704	29.149	31.687	34.465	35.395	36.893	Baden-Württemberg
309.	Königs Wusterhausen	10.435	15.005	18.103	17.262	33.981	36.706	Brandenburg
310.	Beckum	27.508	37.899	36.772	37.916	36.736	36.689	Nordrhein-Westfalen
311.	Erding	10.838	23.770	25.154	31.165	34.514	36.382	Bayern
312.	Coesfeld	26.412	31.063	32.739	35.947	36.345	36.302	Nordrhein-Westfalen
313.	Voerde (Niederrhein)	28.241	31.588	36.415	38.979	37.406	36.268	Nordrhein-Westfalen
314.	Emsdetten	29.053	31.026	31.930	35.230	35.523	36.151	Nordrhein-Westfalen
315.	Wesseling	25.948	29.005	30.710	34.931	35.116	35.955	Nordrhein-Westfalen
316.	Sankt Ingbert	29.295	41.844	40.931	39.971	37.195	35.951	Saarland
317.	Kehl	16.056	29.924	30.389	33.359	34.789	35.695	Baden-Württemberg
